,Description,Max score,Total score,Query cover,E value,Ident,Accession,,
Select seq WP_007487338.1,glycosyl hydrolase family 30 [Bacteroides nordii],150,150,0.78,3.00E-37,0.25,WP_007487338.1,,
Select seq WP_055217536.1,glycosyl hydrolase family 30 [Bacteroides thetaiotaomicron],150,150,0.79,4.00E-37,0.25,WP_055217536.1,,
Select seq WP_099711106.1,T9SS C-terminal target domain-containing protein [Flavobacterium sp. 9],154,154,0.79,4.00E-37,0.25,WP_099711106.1,,
Select seq WP_036611696.1,glycosyl hydrolase [Paenibacillus sp. FSL H7-689],149,149,0.85,4.00E-37,0.25,WP_036611696.1,,
Select seq WP_115050227.1,glucosylceramidase [Sphingobacterium multivorum],150,150,0.83,4.00E-37,0.25,WP_115050227.1,,
Select seq WP_106328104.1,glycosyl hydrolase [Actinoplanes italicus],152,152,0.79,4.00E-37,0.25,WP_106328104.1,,
Select seq WP_105314349.1,hypothetical protein [Solibacteres bacterium SbA2],151,151,0.79,5.00E-37,0.25,WP_105314349.1,,
Select seq WP_051451878.1,hypothetical protein [Actinospica robiniae],149,149,0.82,6.00E-37,0.25,WP_051451878.1,,
Select seq WP_095232358.1,"beta-1,6-glucanase [Terribacillus saccharophilus]",149,149,0.8,7.00E-37,0.25,WP_095232358.1,,
Select seq WP_094260306.1,beta-glycosidase [Microbacterium sp. Yaish 1],148,148,0.79,8.00E-37,0.25,WP_094260306.1,,
Select seq WP_095229065.1,"beta-1,6-glucanase [Terribacillus saccharophilus]",149,149,0.8,8.00E-37,0.25,WP_095229065.1,,
Select seq WP_062323120.1,glycosyl hydrolase [Paenibacillus pabuli],148,148,0.82,9.00E-37,0.25,WP_062323120.1,,
Select seq WP_017471366.1,hypothetical protein [Amphibacillus jilinensis],148,148,0.81,1.00E-36,0.25,WP_017471366.1,,
Select seq WP_026642909.1,glycosyl hydrolase [Bifidobacterium tsurumiense],148,148,0.79,1.00E-36,0.25,WP_026642909.1,,
Select seq WP_094568848.1,glucosylceramidase [Mucilaginibacter sp. BJC16-A31],148,148,0.8,1.00E-36,0.25,WP_094568848.1,,
Select seq WP_105395459.1,glycosyl hydrolase [Photorhabdus luminescens],148,148,0.78,1.00E-36,0.25,WP_105395459.1,,
Select seq WP_063795643.1,carbohydrate-binding protein [Paenibacillus sp. Soil750],154,154,0.8,1.00E-36,0.25,WP_063795643.1,,
Select seq WP_036839828.1,glycosyl hydrolase [Photorhabdus temperata],147,147,0.78,1.00E-36,0.25,WP_036839828.1,,
Select seq WP_079683763.1,beta-glycosidase [Parabacteroides chartae],148,148,0.78,1.00E-36,0.25,WP_079683763.1,,
Select seq WP_078983462.1,glucosylceramidase [Streptomyces lydicus],149,149,0.81,1.00E-36,0.25,WP_078983462.1,,
Select seq WP_068181098.1,beta-glycosidase [Macellibacteroides sp. HH-ZS],148,148,0.78,1.00E-36,0.25,WP_068181098.1,,
Select seq WP_091289008.1,glucosylceramidase [Amycolatopsis xylanica],150,150,0.8,2.00E-36,0.25,WP_091289008.1,,
Select seq WP_043165568.1,glycosyl hydrolase family 30 [Bifidobacterium callitrichos],148,148,0.85,2.00E-36,0.25,WP_043165568.1,,
Select seq WP_028590550.1,glycosyl hydrolase [Paenibacillus panacisoli],147,147,0.78,2.00E-36,0.25,WP_028590550.1,,
Select seq WP_073494357.1,hypothetical protein [Streptomyces paucisporeus],151,151,0.84,2.00E-36,0.25,WP_073494357.1,,
Select seq WP_087128053.1,glycosyl hydrolase [Lactobacillus brevis],147,147,0.78,2.00E-36,0.25,WP_087128053.1,,
Select seq WP_046323332.1,glycosyl hydrolase family 30 [Bifidobacterium asteroides],148,148,0.82,2.00E-36,0.25,WP_046323332.1,,
Select seq WP_002817774.1,glycosyl hydrolase 30 family [Oenococcus oeni],147,147,0.78,3.00E-36,0.25,WP_002817774.1,,
Select seq WP_018887461.1,glycosyl hydrolase [Paenibacillus massiliensis],146,146,0.78,4.00E-36,0.25,WP_018887461.1,,
Select seq WP_032817457.1,glycosyl hydrolase [Oenococcus oeni],146,146,0.78,4.00E-36,0.25,WP_032817457.1,,
Select seq WP_046394438.1,glycosyl hydrolase [Photorhabdus luminescens],146,146,0.78,4.00E-36,0.25,WP_046394438.1,,
Select seq WP_079419825.1,carbohydrate-binding protein [Paenibacillus ferrarius],153,153,0.8,4.00E-36,0.25,WP_079419825.1,,
Select seq WP_095218594.1,"beta-1,6-glucanase [Terribacillus saccharophilus]",147,147,0.8,4.00E-36,0.25,WP_095218594.1,,
Select seq WP_122211948.1,glycosyl hydrolase [Lactobacillus pentosus],146,146,0.78,4.00E-36,0.25,WP_122211948.1,,
Select seq WP_076266651.1,glycosyl hydrolase [Paenibacillus sp. FSL A5-0031],146,146,0.78,4.00E-36,0.25,WP_076266651.1,,
Select seq WP_095260447.1,"beta-1,6-glucanase [Terribacillus saccharophilus]",147,147,0.8,5.00E-36,0.25,WP_095260447.1,,
Select seq WP_088380973.1,beta-glycosidase [Microbacterium sp. AISO3],146,146,0.79,5.00E-36,0.25,WP_088380973.1,,
Select seq WP_064956244.1,beta-glycosidase [Microbacterium arborescens],146,146,0.79,5.00E-36,0.25,WP_064956244.1,,
Select seq WP_025680239.1,glycosyl hydrolase [Paenibacillus massiliensis],146,146,0.78,5.00E-36,0.25,WP_025680239.1,,
Select seq WP_108735967.1,glucosylceramidase [Flavobacterium kingsejongi],146,146,0.77,5.00E-36,0.25,WP_108735967.1,,
Select seq WP_093880456.1,hypothetical protein [Terribacillus saccharophilus],146,146,0.8,6.00E-36,0.25,WP_093880456.1,,
Select seq WP_078971467.1,glucosylceramidase [Streptomyces chattanoogensis],148,148,0.81,6.00E-36,0.25,WP_078971467.1,,
Select seq WP_045935737.1,glycosyl hydrolase family 30 [Bifidobacterium asteroides],147,147,0.82,7.00E-36,0.25,WP_045935737.1,,
Select seq WP_071438213.1,glycosyl hydrolase [Oenococcus oeni],145,145,0.78,8.00E-36,0.25,WP_071438213.1,,
Select seq WP_056703122.1,glycosyl hydrolase [Paenibacillus sp. Root52],145,145,0.77,9.00E-36,0.25,WP_056703122.1,,
Select seq WP_048733121.1,glycosyl hydrolase [Lactobacillus koreensis],145,145,0.78,1.00E-35,0.25,WP_048733121.1,,
Select seq WP_075647323.1,glycosyl hydrolase [Oenococcus oeni],145,145,0.78,1.00E-35,0.25,WP_075647323.1,,
Select seq WP_052587866.1,glycosyl hydrolase family 30 [Bacteroides ovatus],146,146,0.79,1.00E-35,0.25,WP_052587866.1,,
Select seq WP_112893749.1,glycosyl hydrolase [Photorhabdus bodei],145,145,0.78,1.00E-35,0.25,WP_112893749.1,,
Select seq WP_117610822.1,glycosyl hydrolase family 30 [Bacteroides ovatus],145,145,0.79,1.00E-35,0.25,WP_117610822.1,,
Select seq WP_004943859.1,glycosyl hydrolase [Serratia plymuthica],144,144,0.77,2.00E-35,0.25,WP_004943859.1,,
Select seq WP_118147207.1,glycosyl hydrolase family 30 [Paraprevotella clara],145,145,0.78,2.00E-35,0.25,WP_118147207.1,,
Select seq WP_008622672.1,glycosyl hydrolase family 30 [Paraprevotella clara],145,145,0.78,2.00E-35,0.25,WP_008622672.1,,
Select seq WP_119843287.1,glycosyl hydrolase family 30 [Reichenbachiella sp. MSK19-1],145,145,0.79,2.00E-35,0.25,WP_119843287.1,,
Select seq WP_032826182.1,glycosyl hydrolase [Oenococcus oeni],144,144,0.78,2.00E-35,0.25,WP_032826182.1,,
Select seq WP_044986602.1,glucosylceramidase [Sorangium cellulosum],146,146,0.79,3.00E-35,0.25,WP_044986602.1,,
Select seq WP_032823421.1,glycosyl hydrolase [Oenococcus oeni],144,144,0.78,3.00E-35,0.25,WP_032823421.1,,
Select seq WP_120493928.1,beta-glycosidase [Microbacterium phyllosphaerae],144,144,0.77,3.00E-35,0.25,WP_120493928.1,,
Select seq WP_008626948.1,glycosyl hydrolase family 30 [Paraprevotella xylaniphila],144,144,0.78,3.00E-35,0.25,WP_008626948.1,,
Select seq WP_061889915.1,MULTISPECIES: beta-glycosidase [Elizabethkingia],144,144,0.8,4.00E-35,0.25,WP_061889915.1,,
Select seq WP_070127381.1,hypothetical protein [Alteromonas confluentis],144,144,0.77,5.00E-35,0.25,WP_070127381.1,,
Select seq WP_110425760.1,glycosyl hydrolase family 30 [Bifidobacterium asteroides],144,144,0.82,6.00E-35,0.25,WP_110425760.1,,
Select seq WP_073439057.1,glycosyl hydrolase [Serratia plymuthica],143,143,0.77,6.00E-35,0.25,WP_073439057.1,,
Select seq WP_095234394.1,"beta-1,6-glucanase [Terribacillus saccharophilus]",144,144,0.8,6.00E-35,0.25,WP_095234394.1,,
Select seq WP_051531394.1,glycosyl hydrolase [Sphingomonas sp. URHD0057],144,144,0.79,7.00E-35,0.25,WP_051531394.1,,
Select seq WP_011146521.1,glycosyl hydrolase [Photorhabdus laumondii],143,143,0.78,7.00E-35,0.25,WP_011146521.1,,
Select seq WP_109791558.1,MULTISPECIES: glycosyl hydrolase [Photorhabdus],143,143,0.78,7.00E-35,0.25,WP_109791558.1,,
Select seq WP_098469600.1,"glucan endo-1,6-beta-glucosidase [Serinibacter salmoneus]",146,146,0.79,7.00E-35,0.25,WP_098469600.1,,
Select seq WP_065391884.1,glycosyl hydrolase [Photorhabdus namnaonensis],143,143,0.78,7.00E-35,0.25,WP_065391884.1,,
Select seq WP_120977581.1,glycosyl hydrolase [Cohnella sp. M2MS4P-1],143,143,0.85,7.00E-35,0.25,WP_120977581.1,,
Select seq WP_089395901.1,hypothetical protein [Micrococcales bacterium KH10],148,148,0.83,7.00E-35,0.25,WP_089395901.1,,
Select seq WP_104916569.1,beta-glycosidase [Elizabethkingia anophelis],143,143,0.8,1.00E-34,0.25,WP_104916569.1,,
Select seq WP_114598033.1,beta-glycosidase [Microbacterium arborescens],143,143,0.79,1.00E-34,0.25,WP_114598033.1,,
Select seq WP_112875938.1,MULTISPECIES: glycosyl hydrolase [Photorhabdus],142,142,0.78,1.00E-34,0.25,WP_112875938.1,,
Select seq WP_110872404.1,beta-glycosidase [Novosphingobium sp. GV010],143,143,0.79,1.00E-34,0.25,WP_110872404.1,,
Select seq WP_049581591.1,glycosyl hydrolase [Photorhabdus luminescens],141,141,0.78,2.00E-34,0.25,WP_049581591.1,,
Select seq WP_033517115.1,glycosyl hydrolase family 30 [Bifidobacterium scardovii],143,143,0.85,2.00E-34,0.25,WP_033517115.1,,
Select seq WP_057238925.1,MULTISPECIES: glucosylceramidase [Kitasatospora],144,144,0.79,2.00E-34,0.25,WP_057238925.1,,
Select seq WP_029678101.1,glycosyl hydrolase family 30 [Bifidobacterium sp. 7101],143,143,0.82,2.00E-34,0.25,WP_029678101.1,,
Select seq WP_049184462.1,glycosyl hydrolase family 30 [Bifidobacterium scardovii],143,143,0.85,2.00E-34,0.25,WP_049184462.1,,
Select seq WP_070123445.1,hypothetical protein [Alteromonas confluentis],142,142,0.82,3.00E-34,0.25,WP_070123445.1,,
Select seq WP_073337528.1,hypothetical protein [Clostridium grantii],141,141,0.8,4.00E-34,0.25,WP_073337528.1,,
Select seq WP_084579083.1,beta-glycosidase [Sphingomonas azotifigens],142,142,0.81,4.00E-34,0.25,WP_084579083.1,,
Select seq WP_065465532.1,glycosyl hydrolase family 30 [Bifidobacterium breve],142,142,0.81,4.00E-34,0.25,WP_065465532.1,,
Select seq WP_006382256.1,MULTISPECIES: carbohydrate-binding protein [Streptomyces],145,145,0.8,5.00E-34,0.25,WP_006382256.1,,
Select seq WP_088372942.1,glycosyl hydrolase [Photorhabdus luminescens],140,140,0.78,5.00E-34,0.25,WP_088372942.1,,
Select seq WP_116934589.1,carbohydrate-binding protein [Verrucomicrobia bacterium],145,145,0.81,6.00E-34,0.25,WP_116934589.1,,
Select seq WP_121978994.1,glycosyl hydrolase family 30 [Lactobacillus raoultii],141,141,0.82,9.00E-34,0.25,WP_121978994.1,,
Select seq WP_121811153.1,beta-glycosidase [Mucilaginibacter kameinonensis],141,141,0.81,1.00E-33,0.25,WP_121811153.1,,
Select seq XP_005966965.1,"PREDICTED: endo-1,6-beta-D-glucanase-like [Pantholops hodgsonii]",139,139,0.8,1.00E-33,0.25,XP_005966965.1,,
Select seq WP_057801717.1,glycosyl hydrolase family 30 [Lactobacillus acidifarinae],140,140,0.83,1.00E-33,0.25,WP_057801717.1,,
Select seq WP_036780585.1,glycosyl hydrolase [Photorhabdus luminescens],139,139,0.78,2.00E-33,0.25,WP_036780585.1,,
Select seq WP_090041320.1,MULTISPECIES: hypothetical protein [Leifsonia],143,143,0.84,2.00E-33,0.25,WP_090041320.1,,
Select seq WP_035674027.1,beta-glycosidase [Flavobacterium sp. 83],140,140,0.82,2.00E-33,0.25,WP_035674027.1,,
Select seq WP_033497591.1,glycosyl hydrolase family 30 [Bifidobacterium coryneforme],140,140,0.81,2.00E-33,0.25,WP_033497591.1,,
Select seq WP_084445973.1,beta-glycosidase [Sphingomonas sp. TDK1],140,140,0.79,2.00E-33,0.25,WP_084445973.1,,
Select seq WP_109653897.1,beta-glycosidase [Maribacter polysiphoniae],139,139,0.77,3.00E-33,0.25,WP_109653897.1,,
Select seq WP_083631124.1,hypothetical protein [Labilibacter marinus],139,139,0.79,4.00E-33,0.25,WP_083631124.1,,
Select seq WP_033490699.1,glycosyl hydrolase family 30 [Bifidobacterium indicum],139,139,0.81,5.00E-33,0.25,WP_033490699.1,,
Select seq WP_110445036.1,glycosyl hydrolase family 30 [Bifidobacterium indicum],139,139,0.81,5.00E-33,0.25,WP_110445036.1,,
Select seq WP_123489660.1,beta-glycosidase [Granulicella sp. GAS466],138,138,0.77,5.00E-33,0.25,WP_123489660.1,,
Select seq WP_056195050.1,T9SS C-terminal target domain-containing protein [Flavobacterium sp. Root420],141,141,0.79,6.00E-33,0.25,WP_056195050.1,,
Select seq WP_045921531.1,glycosyl hydrolase family 30 [Bifidobacterium coryneforme],139,139,0.81,6.00E-33,0.25,WP_045921531.1,,
Select seq WP_087741430.1,glycosyl hydrolase family 30 [Lactobacillus zymae],139,139,0.83,8.00E-33,0.25,WP_087741430.1,,
Select seq XP_025549394.1,"glucan endo-1,6-glucosidase BGN16.3 [Aspergillus homomorphus CBS 101889]",138,138,0.77,9.00E-33,0.25,XP_025549394.1,,
Select seq WP_057731504.1,glycosyl hydrolase family 30 [Lactobacillus zymae],138,138,0.83,1.00E-32,0.25,WP_057731504.1,,
Select seq WP_111359689.1,glucosylceramidase [Rhodoplanes elegans],137,137,0.8,1.00E-32,0.25,WP_111359689.1,,
Select seq WP_084817476.1,glycosyl hydrolase family 30 [Formosa agariphila],137,137,0.8,1.00E-32,0.25,WP_084817476.1,,
Select seq XP_014534406.1,"Beta-1,6-glucanase Neg1, putative [Penicillium digitatum Pd1]",137,137,0.77,1.00E-32,0.25,XP_014534406.1,,
Select seq WP_101614506.1,glycosyl hydrolase family 30 [Bifidobacterium margollesii],137,137,0.85,3.00E-32,0.25,WP_101614506.1,,
Select seq WP_100512688.1,glycosyl hydrolase family 30 [Bifidobacterium simiarum],137,137,0.85,3.00E-32,0.25,WP_100512688.1,,
Select seq XP_020116212.1,"Endo-1,6-beta-D-glucanase BGN16.3 [Talaromyces atroroseus]",137,137,0.77,3.00E-32,0.25,XP_020116212.1,,
Select seq WP_091709466.1,beta-glycosidase [Microbacterium sp. cf046],136,136,0.77,5.00E-32,0.25,WP_091709466.1,,
Select seq XP_024757797.1,glycoside hydrolase family 30 protein [Trichoderma asperellum CBS 433.97],136,136,0.77,5.00E-32,0.25,XP_024757797.1,,
Select seq XP_013944418.1,glycoside hydrolase family 30 protein [Trichoderma atroviride IMI 206040],136,136,0.77,5.00E-32,0.25,XP_013944418.1,,
Select seq WP_051748360.1,hypothetical protein [Terribacillus goriensis],135,135,0.79,7.00E-32,0.25,WP_051748360.1,,
Select seq WP_095224195.1,"beta-1,6-glucanase [Virgibacillus sp. 7505]",135,135,0.8,8.00E-32,0.25,WP_095224195.1,,
Select seq WP_033494955.1,hypothetical protein [Bifidobacterium psychraerophilum],134,134,0.86,9.00E-32,0.25,WP_033494955.1,,
Select seq WP_052118868.1,hypothetical protein [Bifidobacterium psychraerophilum],134,134,0.86,9.00E-32,0.25,WP_052118868.1,,
Select seq WP_094728636.1,glycosyl hydrolase family 30 [Bifidobacterium hapali],136,136,0.85,1.00E-31,0.25,WP_094728636.1,,
Select seq WP_041094792.1,glycosyl hydrolase family 30 [Lactobacillus hokkaidonensis],136,136,0.85,1.00E-31,0.25,WP_041094792.1,,
Select seq XP_007916979.1,putative beta- -glucanase protein [Phaeoacremonium minimum UCRPA7],135,135,0.77,1.00E-31,0.25,XP_007916979.1,,
Select seq WP_090111705.1,MULTISPECIES: hypothetical protein [Cohnella],139,139,0.85,1.00E-31,0.25,WP_090111705.1,,
Select seq XP_018663730.1,glycosyl hydrolase family 30-1 [Trichoderma gamsii],134,134,0.77,2.00E-31,0.25,XP_018663730.1,,
Select seq WP_051269035.1,beta-glycosidase [Actinomyces gerencseriae],134,134,0.79,2.00E-31,0.25,WP_051269035.1,,
Select seq WP_033494140.1,glycosyl hydrolase family 30 [Bifidobacterium biavatii],135,135,0.85,2.00E-31,0.25,WP_033494140.1,,
Select seq XP_025533213.1,"putative beta-1,6-glucanase [Aspergillus japonicus CBS 114.51]",134,134,0.77,2.00E-31,0.25,XP_025533213.1,,
Select seq WP_093960751.1,glycosyl hydrolase family 30 [Bifidobacterium vansinderenii],134,134,0.85,2.00E-31,0.25,WP_093960751.1,,
Select seq XP_025563194.1,"beta-1,6-glucanase [Aspergillus vadensis CBS 113365]",134,134,0.77,3.00E-31,0.25,XP_025563194.1,,
Select seq XP_001262252.1,"beta-1,6-glucanase, putative [Aspergillus fischeri NRRL 181]",134,134,0.77,3.00E-31,0.25,XP_001262252.1,,
Select seq XP_024748433.1,glycoside hydrolase family 30 protein [Trichoderma citrinoviride],134,134,0.87,3.00E-31,0.25,XP_024748433.1,,
Select seq XP_025392984.1,"glucan endo-1,6-glucosidase BGN16.3 [Aspergillus eucalypticola CBS 122712]",134,134,0.77,3.00E-31,0.25,XP_025392984.1,,
Select seq WP_099571418.1,glycosyl hydrolase family 30 [Bifidobacterium sp. N5G01],134,134,0.83,4.00E-31,0.25,WP_099571418.1,,
Select seq XP_025512536.1,"beta-1,6-glucanase [Aspergillus piperis CBS 112811]",133,133,0.77,5.00E-31,0.25,XP_025512536.1,,
Select seq XP_025477516.1,"beta-1,6-glucanase [Aspergillus neoniger CBS 115656]",133,133,0.77,5.00E-31,0.25,XP_025477516.1,,
Select seq XP_025535674.1,"glucan endo-1,6-glucosidase BGN16.3 [Aspergillus costaricaensis CBS 115574]",133,133,0.77,6.00E-31,0.25,XP_025535674.1,,
Select seq XP_001389956.2,"glucan endo-1,6- -glucosidase BGN16.3 [Aspergillus niger CBS 513.88]",132,132,0.77,9.00E-31,0.25,XP_001389956.2,,
Select seq WP_118036678.1,beta-glycosidase [Bacteroides faecis],131,131,0.76,1.00E-30,0.25,WP_118036678.1,,
Select seq XP_025464022.1,"glucan endo-1,6-glucosidase BGN16.3 [Aspergillus sclerotioniger CBS 115572]",132,132,0.77,1.00E-30,0.25,XP_025464022.1,,
Select seq WP_070752489.1,beta-glycosidase [Bacteroides sp. HMSC067B03],132,132,0.76,2.00E-30,0.25,WP_070752489.1,,
Select seq XP_018143315.1,glycoside hydrolase family 30 [Pochonia chlamydosporia 170],131,131,0.79,3.00E-30,0.25,XP_018143315.1,,
Select seq WP_091487273.1,beta-glycosidase [Microbacterium pygmaeum],130,130,0.77,4.00E-30,0.25,WP_091487273.1,,
Select seq WP_010535904.1,beta-glycosidase [Bacteroides faecis],130,130,0.76,4.00E-30,0.25,WP_010535904.1,,
Select seq WP_094637214.1,glycosyl hydrolase family 30 [Bifidobacterium eulemuris],131,131,0.87,4.00E-30,0.25,WP_094637214.1,,
Select seq WP_109115842.1,beta-glycosidase [Bacteroides faecis],130,130,0.76,4.00E-30,0.25,WP_109115842.1,,
Select seq WP_045936208.1,glycosyl hydrolase family 30 [Bifidobacterium asteroides],130,130,0.73,6.00E-30,0.25,WP_045936208.1,,
Select seq XP_026616609.1,"Endo-1,6-beta-D-glucanase neg1 [Aspergillus thermomutatus]",130,130,0.77,7.00E-30,0.25,XP_026616609.1,,
Select seq WP_055269321.1,MULTISPECIES: beta-glycosidase [Bacteroides],129,129,0.76,1.00E-29,0.25,WP_055269321.1,,
Select seq XP_024735553.1,glycoside hydrolase family 30 protein [Meliniomyces bicolor E],129,129,0.82,2.00E-29,0.25,XP_024735553.1,,
Select seq XP_007923668.1,glycoside hydrolase family 30 protein [Pseudocercospora fijiensis CIRAD86],129,129,0.82,2.00E-29,0.25,XP_007923668.1,,
Select seq WP_033490700.1,glycosyl hydrolase family 30 [Bifidobacterium indicum],127,127,0.73,7.00E-29,0.25,WP_033490700.1,,
Select seq XP_957472.1,"endo-1,6-beta-D-glucanase [Neurospora crassa OR74A]",127,127,0.8,9.00E-29,0.25,XP_957472.1,,
Select seq XP_002477957.1,"glucosylceramidase, putative [Talaromyces stipitatus ATCC 10500]",127,127,0.81,1.00E-28,0.25,XP_002477957.1,,
Select seq XP_018126792.1,hypothetical protein VE01_08992 [Pseudogymnoascus verrucosus],126,126,0.77,1.00E-28,0.25,XP_018126792.1,,
Select seq XP_002145693.1,"glucosylceramidase, putative [Talaromyces marneffei ATCC 18224]",127,127,0.77,1.00E-28,0.25,XP_002145693.1,,
Select seq WP_055299132.1,beta-glycosidase [Bacteroides thetaiotaomicron],126,126,0.76,2.00E-28,0.25,WP_055299132.1,,
Select seq WP_033497590.1,glycosyl hydrolase family 30 [Bifidobacterium coryneforme],126,126,0.73,2.00E-28,0.25,WP_033497590.1,,
Select seq WP_068473574.1,hypothetical protein [Labilibacter aurantiacus],125,125,0.79,3.00E-28,0.25,WP_068473574.1,,
Select seq WP_045921532.1,glycosyl hydrolase family 30 [Bifidobacterium coryneforme],126,126,0.73,3.00E-28,0.25,WP_045921532.1,,
Select seq WP_092822526.1,hypothetical protein [Rhodospirillales bacterium URHD0017],124,124,0.79,6.00E-28,0.25,WP_092822526.1,,
Select seq WP_073346820.1,beta-glycosidase [Bacteroides congonensis],123,123,0.79,2.00E-27,0.25,WP_073346820.1,,
Select seq WP_110445037.1,glycosyl hydrolase family 30 [Bifidobacterium indicum],123,123,0.83,3.00E-27,0.25,WP_110445037.1,,
Select seq WP_024986113.1,beta-glycosidase [Bacteroides acidifaciens],122,122,0.79,4.00E-27,0.25,WP_024986113.1,,
Select seq XP_002486481.1,"beta-1,6-glucanase Neg1, putative [Talaromyces stipitatus ATCC 10500]",122,122,0.77,5.00E-27,0.25,XP_002486481.1,,
Select seq WP_075761286.1,MULTISPECIES: glycosyl hydrolase family 30 [Lactobacillus casei group],122,122,0.76,5.00E-27,0.25,WP_075761286.1,,
Select seq XP_747510.1,"beta-1,6-glucanase Neg1, putative [Aspergillus fumigatus Af293]",122,122,0.77,6.00E-27,0.25,XP_747510.1,,
Select seq WP_121978377.1,glycosyl hydrolase family 30 [Lactobacillus raoultii],122,122,0.79,9.00E-27,0.25,WP_121978377.1,,
Select seq XP_004359503.1,glycoside hydrolase family 30 protein [Cavenderia fasciculata],119,119,0.78,1.00E-26,0.25,XP_004359503.1,,
